"","ID","BW1N","BW2H","ME1N","ME2H","BW 1N - ME 1N","BW 1N - BW 2H","BW 1N - ME 2H","ME 1N - BW 2H","ME 1N - ME 2H","BW 2H - ME 2H"
"11509","novel_gene_NC_056011.1_45346"," 0.48159084"," 0.36939737","-0.03100971"," 0.18217720","0.0147280752154457","0.345141969553912","0.115894859940318","0.0813530990861756","0.292230429363033","0.345141969553912"
"11510","novel_gene_NC_056011.1_45390","3.346053","3.298825","3.367273","3.361025","0.94689648655617","0.94689648655617","0.94689648655617","0.94689648655617","0.94689648655617","0.94689648655617"
"11511","novel_gene_NC_056011.1_45838","2.161716","2.188292","2.747615","2.847143","1.21825409338782e-05","0.558137392870566","6.04528549821364e-06","2.48028895565241e-05","0.519507036986263","7.08178524506365e-06"
"11512","novel_gene_NC_056011.1_45847","1.0280489","1.1284681","0.9955727","0.8882372","0.717458256597147","0.170372880713816","0.170372880713816","0.135783590156073","0.187204806722475","0.00883982406378958"
"11513","novel_gene_NC_056011.1_46055","2.226710","2.355235","2.524951","2.447232","0.000355531174352212","0.082153676431012","0.00352251120755879","0.0208932493319081","0.316187590769976","0.129416837624115"
"11514","novel_gene_NC_056011.1_46134","2.336266","2.412279","2.403335","2.509747","0.650779565287545","0.650779565287545","0.525546279250917","0.90330229147364","0.567812140359888","0.567812140359888"
"11515","novel_gene_NC_056011.1_46199","4.896348","4.858301","4.800752","4.827685","0.0821871004024967","0.407859492922562","0.15327152768289","0.262560611473069","0.582487599758938","0.411449597887677"
"11516","novel_gene_NC_056011.1_46276","3.828625","3.763347","3.680686","3.704617","0.00807350304710159","0.1556012792612","0.0143693385312454","0.102414488977093","0.670863465154082","0.1556012792612"
"11517","novel_gene_NC_056011.1_4993","0.0875506","0.3403282","0.4032845","0.3957746","0.0156286650709608","0.033867765667783","0.0156286650709608","0.73681228413544","0.95020460930696","0.73681228413544"
"11518","novel_gene_NC_056011.1_5005","3.603502","3.504613","2.546916","2.305768","2.76573357707417e-11","0.280512893521224","2.26259243098694e-12","6.91877751995266e-11","0.0734011559335491","2.42281421817944e-12"
"11519","novel_gene_NC_056011.1_5009","4.380884","4.331951","3.803350","3.805781","4.5661709452765e-06","0.522621340605453","6.39053184346165e-06","6.39053184346165e-06","0.781072305570867","1.67877851428705e-05"
